"X","LabID","weighted_mean","long","lat","Material"
7155,"Ua-1527",6839.40032102844,16.5667,56.483,"charcoal"
7156,"Ua-1528",6724.9314110627,16.5667,56.483,"charcoal"
7157,"Ua-1529",1851.88405021663,16.5667,56.483,"bone"
7158,"Ua-1530",7528.38723536889,16.5667,56.483,"charcoal"
7159,"Ua-1531",6576.64374211375,16.5667,56.483,"bone"
7160,"Ua-15444",5412.95647820878,13.09,55.57,"grain"
7161,"Ua-1572",5247.82234137419,13.0506,55.5224,"bone"
7162,"Ua-1575",6369.56752927651,13.0506,55.5224,"bone"
7163,"Ua-15817",5723.49336737095,13,55.5667,"plant macrofossils"
7164,"Ua-1584a",5591.69003661068,12.86667,56.7,"food remains"
7165,"Ua-1584b",5550.12738108758,12.86667,56.7,"food remains"
7166,"Ua-16201",5573.3010914927,14.22,59.2,"plant macrofossils"
7167,"Ua-16204",5531.37431791773,12.9949,55.5327,"plant macrofossils"
7168,"Ua-16418",5474.77935785502,13.0134,55.5496,"plant macrofossils"
7169,"Ua-1662",5514.33353611191,12.8667,56.6999,"plant macrofossils"
7170,"Ua-1663",5545.13953245649,12.8667,56.6999,"plant macrofossils"
7171,"Ua-16634",8314.2614981545,14.65,58.3,"bone"
7172,"Ua-1664",5191.63062727265,12.8667,56.6999,""
7173,"Ua-1713",5968.15765815361,16.5667,56.483,"bone"
7174,"Ua-17156",5749.07386686735,12.95,55.56,"grain"
7175,"Ua-17158",5738.55085642672,12.95,55.56,"grain"
7177,"Ua-1726",5211.08951964928,16.41444,58.66263,"food remains"
7178,"Ua-17346",4744.88893047566,12.96,55.56,"charcoal"
7179,"Ua-1743",5160.2455224705,16.5986,58.64008,"food remains"
7181,"Ua-18716",5676.77811168845,14.22,59.2,""
7182,"Ua-18718",5928.49591229256,15.3855,59.3769,"bone"
7183,"Ua-18719",5800.84891896032,15.3855,59.3769,"bone"
7184,"Ua-18720",5519.92011404699,15.3855,59.3769,"bone"
7185,"Ua-18748",5098.96557007447,12.95,55.56,"grain"
7186,"Ua-18753",5423.80146495386,12.95,55.56,"grain"
7187,"Ua-18921",5617.4988175266,13.0704,55.6112,"plant macrofossils"
7188,"Ua-19304",5691.21427484016,13.0134,55.5496,"plant macrofossils"
7189,"Ua-19394",4686.68270199144,18.7,57.58333,"collagen bone"
7190,"Ua-19395",4673.65595265512,18.7,57.58333,"collagen bone"
7191,"Ua-19396",4799.58891101334,18.7,57.58333,"collagen bone"
7192,"Ua-19397",4718.41048808884,18.7,57.58333,"collagen bone"
7193,"Ua-19398",4780.41863536268,18.7,57.58333,"collagen bone"
7194,"Ua-19399",4861.81677493844,18.7,57.58333,"collagen bone"
7195,"Ua-19400",3370.51855873074,18.7,57.58333,"collagen bone"
7196,"Ua-19401",2924.06761637324,18.7,57.58333,"collagen bone"
7197,"Ua-19402",4662.2255643225,18.7,57.58333,"collagen bone"
7198,"Ua-19403",4996.59298715811,18.7,57.58333,"collagen bone"
7199,"Ua-19404",4949.91750271482,18.7,57.58333,"collagen bone"
7200,"Ua-19405",4700.56238846776,18.7,57.58333,"collagen bone"
7201,"Ua-19406",4672.62805164462,18.7,57.58333,"collagen bone"
7202,"Ua-19407",3291.97754440118,18.7,57.58333,"collagen bone"
7203,"Ua-19668",5405.76412193558,12.96,55.56,"plant macrofossils"
7204,"Ua-19832",4675.26321480299,18.7,57.58333,"collagen bone"
7205,"Ua-19927",4643.44173970125,18.7,57.58333,"collagen bone"
7206,"Ua-2027",7159.10295096497,13.21,55.55,"plant macrofossils"
7207,"Ua-2028",7316.14005287428,13.21,55.55,"plant macrofossils"
7208,"Ua-20417",5620.91316481152,12.95,55.56,"grain"
7209,"Ua-20582",5826.62316928861,12.95,55.56,"grain"
7210,"Ua-21283",5035.01695581541,12.96,55.56,"charcoal"
7211,"Ua-21305",4729.36925112721,12.96,55.56,"charcoal"
7212,"Ua-21329",5227.52328132186,12.95,55.56,"grain"
7213,"Ua-21380",5238.17224045555,12.95,55.56,"grain"
7214,"Ua-21382",5502.0505417162,12.95,55.56,"grain"
7215,"Ua-21383",5802.80176176867,12.95,55.56,"grain"
7216,"Ua-21553",5514.897225579,13.0333,55.5333,"grain"
7217,"Ua-22166",5696.51437980242,12.95,55.56,"bone"
7218,"Ua-22167",5320.9722572568,12.9193,55.5553,"bone"
7219,"Ua-22172",6172.0127827163,13.4988,55.5467,"plant macrofossils"
7220,"Ua-22408",5685.88614681636,17.58031,58.93221,"collagen bone"
7221,"Ua-22409",5833.11840697228,17.58031,58.93221,"collagen bone"
7222,"Ua-22423",3718.82868724546,16.51667,56.68333,"collagen bone"
7223,"Ua-22424",3726.3337550763,16.51667,56.68333,"collagen bone"
7224,"Ua-22425",3971.49590290903,16.78333,56.88333,"collagen bone"
7225,"Ua-22426",4693.08019562223,16.52007,56.63205,"collagen bone"
7226,"Ua-22427",4722.46095389677,16.52007,56.63205,"collagen bone"
7227,"Ua-22428",3930.45466107702,16.45936,56.57918,"collagen bone"
7228,"Ua-22429",4109.3257319339,16.45936,56.57918,"collagen bone"
7229,"Ua-23137",3290.38984725703,14.23395,55.68267,"collagen bone"
7230,"Ua-23138",3066.92933131284,14.23395,55.68267,"collagen bone"
7231,"Ua-23143",2971.66233529259,14.23395,55.68267,"collagen bone"
7232,"Ua-23144",3033.72263911069,14.23395,55.68267,"collagen bone"
7233,"Ua-23146",3255.36919418362,14.23395,55.68267,"collagen bone"
7234,"Ua-23147",2808.32874764335,14.23395,55.68267,"collagen bone"
7235,"Ua-23148",3066.92933131284,14.23395,55.68267,"collagen bone"
7236,"Ua-23149",3203.86683194513,14.23395,55.68267,"cremated bones"
7237,"Ua-2333",6054.70657177365,16.5667,56.483,"bone"
7238,"Ua-23873",5663.2121043303,12.95,55.56,"plant macrofossils"
7239,"Ua-25046",2979.67740101152,12.82713,55.90274,""
7240,"Ua-25047",3179.77537784519,12.82713,55.90274,""
7241,"Ua-25048",3188.92238440555,12.82713,55.90274,""
7242,"Ua-25049",3521.81503999826,12.82713,55.90274,""
7243,"Ua-25069",2541.91224366322,12.9909,55.83795,""
7244,"Ua-25116",6729.06849220725,12.9383,55.8565,""
7245,"Ua-25117",7406.73858700172,12.9383,55.8565,""
7246,"Ua-25118",7563.19148183184,12.9383,55.8565,""
7247,"Ua-25119",7347.48841383828,12.9383,55.8565,""
7248,"Ua-25137",2941.82184994963,13.01868,55.83456,"charcoal"
7249,"Ua-25138",2912.29792822202,13.01868,55.83456,"charcoal"
7250,"Ua-25139",3103.13816747822,13.01868,55.83456,"charcoal"
7251,"Ua-25140",3391.25813966112,13.01868,55.83456,"charcoal"
7252,"Ua-25141",2941.82184994963,13.01868,55.83456,"charcoal"
7253,"Ua-25142",2823.0383146999,13.01868,55.83456,"charcoal"
7254,"Ua-25143",2960.52394206548,13.01868,55.83456,"charcoal"
7255,"Ua-25144",5549.72586533987,13.01868,55.83456,"charcoal"
7256,"Ua-25145",2836.06434384164,13.01868,55.83456,"charcoal"
7257,"Ua-25146",3156.58570148468,13.01868,55.83456,"charcoal"
7258,"Ua-25147",2929.71848394572,13.01868,55.83456,"charcoal"
7259,"Ua-25148",3050.86075571717,13.01868,55.83456,"charcoal"
7260,"Ua-25149",2901.22209162185,13.01868,55.83456,"charcoal"
7261,"Ua-25156",4117.23483474076,12.90833,55.86182,""
7262,"Ua-25157",3390.26992611359,12.90833,55.86182,"charcoal"
7263,"Ua-25158",3467.11448248959,12.90833,55.86182,""
7264,"Ua-25159",3030.22191062128,12.90833,55.86182,"charcoal"
7265,"Ua-25161",3937.20293563624,12.90833,55.86182,""
7266,"Ua-25162",2841.17074910369,12.90833,55.86182,"charcoal"
7267,"Ua-25163",3310.31461600789,12.90833,55.86182,""
7268,"Ua-25164",3323.03098160014,12.90833,55.86182,"charcoal"
7269,"Ua-25165",3311.615471005,12.90833,55.86182,"charcoal"
7270,"Ua-25166",3518.02392760093,12.90833,55.86182,""
7271,"Ua-25167",2837.19985522742,12.90833,55.86182,"charcoal"
7272,"Ua-25168",3666.85668124393,12.90833,55.86182,""
7273,"Ua-25169",3659.7529624475,12.90833,55.86182,"charcoal"
7274,"Ua-25171",2845.24321407293,12.90833,55.86182,"charcoal"
7275,"Ua-25184",7294.11093432481,12.9383,55.8565,""
7276,"Ua-25185",6871.04898804681,12.9383,55.8565,""
7277,"Ua-25186",8243.97594290104,12.9383,55.8565,""
7278,"Ua-25187",8408.15022947763,12.9383,55.8565,""
7279,"Ua-25188",8301.4913059861,12.9383,55.8565,""
7280,"Ua-25189",8448.94539378064,12.9383,55.8565,""
7281,"Ua-25190",8160.24920007419,12.9383,55.8565,""
7282,"Ua-25191",6494.9979629859,12.9383,55.8565,""
7283,"Ua-25192",8252.19771970001,12.9383,55.8565,""
7284,"Ua-25193",5804.12347944492,12.9383,55.8565,""
7285,"Ua-25194",8469.85778021711,12.9383,55.8565,""
7286,"Ua-25195",8148.02827135794,12.9383,55.8565,""
7287,"Ua-25196",7955.4804507768,12.9383,55.8565,""
7288,"Ua-25198",8528.67721530387,12.9383,55.8565,"bone"
7289,"Ua-25199",8244.68615856159,12.9383,55.8565,""
7290,"Ua-25200",8534.56520119059,12.9383,55.8565,""
7291,"Ua-25201",8395.04076328213,12.9383,55.8565,""
7292,"Ua-25202",8234.92488109162,12.9383,55.8565,""
7293,"Ua-25203",8194.80552112761,12.9383,55.8565,""
7294,"Ua-25204",8212.61143759852,12.9383,55.8565,""
7295,"Ua-25205",8520.30336155546,12.9383,55.8565,""
7296,"Ua-25206",9001.83428925195,12.9383,55.8565,""
7297,"Ua-25207",8264.76154159607,12.9383,55.8565,""
7298,"Ua-25208",8052.07714011048,12.9383,55.8565,""
7299,"Ua-25209",8236.36350391484,12.9383,55.8565,""
7300,"Ua-25210",7554.69115725433,12.9383,55.8565,""
7301,"Ua-25211",8051.58873785863,12.9383,55.8565,""
7302,"Ua-25212",8368.51422872601,12.9383,55.8565,""
7303,"Ua-25213",8303.5374734325,12.9383,55.8565,""
7304,"Ua-25214",7622.16033235794,12.9383,55.8565,""
7305,"Ua-25215",8232.95710080085,12.9383,55.8565,""
7306,"Ua-25216",8005.5515697006,12.9383,55.8565,""
7307,"Ua-25218",6624.48088015455,12.9383,55.8565,""
7308,"Ua-25223",3622.36529152577,12.90833,55.86182,"charcoal"
7309,"Ua-25226",3242.84302692257,13.01868,55.83456,"charcoal"
7310,"Ua-25227",3421.70674321817,13.01868,55.83456,""
7311,"Ua-25228",2545.99869427358,13.01868,55.83456,""
7312,"Ua-25229",3043.32546121448,13.01868,55.83456,"charcoal"
7313,"Ua-25230",3456.3739424139,13.01868,55.83456,"charcoal"
7314,"Ua-25231",3043.32546121448,13.01868,55.83456,"charcoal"
7315,"Ua-25233",3310.08561975242,12.87789,55.87046,""
7316,"Ua-25234",3232.05488326658,12.87789,55.87046,""
7317,"Ua-25236",2586.38572238814,12.87789,55.87046,""
7318,"Ua-25237",3260.74296134879,12.87789,55.87046,""
7319,"Ua-25238",3072.04091672829,12.87789,55.87046,""
7320,"Ua-25239",3195.17716848815,12.87789,55.87046,""
7321,"Ua-25241",3166.36489316126,12.87789,55.87046,""
7322,"Ua-25470",4118.67713113854,12.9383,55.8565,""
7323,"Ua-25471",6651.08121668223,12.9383,55.8565,""
7324,"Ua-25472",7790.2726749753,12.9383,55.8565,""
7325,"Ua-25700",4650.84036125802,13.01868,55.83456,""
7326,"Ua-25701",3003.94115720149,13.01868,55.83456,"charcoal"
7327,"Ua-25702",2298.88271608705,13.01868,55.83456,"charcoal"
7328,"Ua-25703",3964.83950445811,13.02186,55.83674,""
7329,"Ua-25704",5595.15422868788,13.02186,55.83674,""
7330,"Ua-25705",3200.00124698007,13.02186,55.83674,""
7331,"Ua-25706",4237.54165145632,13.02186,55.83674,""
7332,"Ua-25707",3268.25041923047,13.02186,55.83674,""
7333,"Ua-25709",3116.87108310144,13.02186,55.83674,""
7334,"Ua-25710",3130.81214052878,13.02186,55.83674,""
7335,"Ua-25711",3254.45528743441,13.02186,55.83674,""
7336,"Ua-25712",2951.48459531685,13.02186,55.83674,""
7337,"Ua-25740",2418.69043383425,12.9909,55.83795,""
7338,"Ua-25741",2864.45464742438,12.9909,55.83795,""
7339,"Ua-25747",3698.03425625776,12.9909,55.83795,""
7340,"Ua-25872",3489.45993840815,13.06723,55.82582,""
7343,"Ua-2656",3211.00740956249,13.21,55.55,"tooth"
7344,"Ua-26850",5363.65288832859,11.2865,58.8534,"grain"
7345,"Ua-26857",2584.9610417656,12.78351,55.98362,""
7346,"Ua-27592",5476.27985961781,12.31667,57.26667,"grain"
7347,"Ua-29267",5913.98333750064,12.317,57.267,"plant macrofossils"
7348,"Ua-3044",8862.18250925505,10.21,59.6,""
7349,"Ua-3045",8808.46008650861,10.21,59.6,""
7350,"Ua-3046",8909.85920306083,10.21,59.6,""
7351,"Ua-31365",3407.55591316693,12.93891,56.74185,"charcoal"
7352,"Ua-31459",3022.08802844633,12.93891,56.74185,"cremated bones"
7353,"Ua-31460",2888.94467981877,12.93891,56.74185,"cremated bones"
7354,"Ua-31461",2955.62614086314,12.93891,56.74185,"cremated bones"
7355,"Ua-31462",3015.03279622566,12.93891,56.74185,"cremated bones"
7356,"Ua-31474",3369.83845720253,12.93891,56.74185,"charcoal"
7357,"Ua-32179",5391.68763425012,16.7,56.88306,"collagen bone"
7358,"Ua-32181",5047.27249238808,16.7,56.88306,"collagen bone"
7359,"Ua-32183",5407.23754339951,16.7,56.88306,"collagen bone"
7360,"Ua-32184",5130.33716343774,16.7,56.88306,"collagen bone"
7361,"Ua-32323",4941.31099861742,17.8,59.15,"animal bone"
7362,"Ua-32324",4837.67196765306,17.8,59.15,"animal bone"
7363,"Ua-32325",4687.08864321944,17.8,59.15,"animal bone"
7364,"Ua-32326",4969.01853360976,17.8,59.15,"human bone"
7365,"Ua-32327",5129.37867998253,17.8,59.15,"human bone"
7366,"Ua-32328",4904.63844690329,17.8,59.15,"human bone"
7367,"Ua-32329",5116.55599925784,17.8,59.15,"human bone"
7368,"Ua-32330",5181.33947727621,17.8,59.15,"human bone"
7369,"Ua-32331",5166.64426991785,17.8,59.15,"human bone"
7370,"Ua-32332",4834.45964682878,17.8,59.15,"human bone"
7371,"Ua-32360",6051.66041649956,12.96,55.56,"plant macrofossils"
7372,"Ua-32367",5473.50453570954,12.96,55.56,"plant macrofossils"
7373,"Ua-3248",5688.22823455661,17.97361,57.28389,"collagen bone"
7374,"Ua-32530",5741.81457448896,12.95,55.56,"plant macrofossils"
7375,"Ua-32531",5614.78119980453,12.95,55.56,"plant macrofossils"
7376,"Ua-32532",5666.51709625315,12.95,55.56,"charred plant macrofossils"
7377,"Ua-32533",5647.05860848649,12.95,55.56,"charred plant macrofossils"
7378,"Ua-32603",5400.65758963659,13.60635,58.22955,"collagen bone"
7379,"Ua-32604",4698.69051805944,13.60635,58.22955,"collagen bone"
7380,"Ua-32605",5163.68929422381,13.60635,58.22955,"collagen bone"
7381,"Ua-32606",5036.26362528191,13.60635,58.22955,"collagen bone"
7382,"Ua-32607",5002.03716592227,13.60635,58.22955,"collagen bone"
7383,"Ua-32608",5192.27773280636,13.60635,58.22955,"collagen bone"
7384,"Ua-32610",4909.90068160868,13.60635,58.22955,"collagen bone"
7385,"Ua-32611",5405.31072263928,13.60635,58.22955,"collagen bone"
7386,"Ua-32612",3797.35947837963,13.60635,58.22955,"collagen bone"
7387,"Ua-32613",5139.70379882092,13.60635,58.22955,"collagen bone"
7388,"Ua-32614",5509.39910287307,13.60635,58.22955,"collagen bone"
7389,"Ua-32615",5628.57400013508,13.60635,58.22955,"collagen bone"
7390,"Ua-32616",5417.22290616704,13.60635,58.22955,"collagen bone"
7391,"Ua-32617",5506.72507714064,13.60635,58.22955,"collagen bone"
7392,"Ua-32619",5109.16684987738,13.6063,58.2295,"human bone"
7393,"Ua-3293",13076.4490937364,13.3177,55.5849,"bone"
7394,"Ua-3294",12034.3797422943,13.3177,55.5849,"bone"
7395,"Ua-3295",11576.1275186048,13.3177,55.5849,"bone"
7396,"Ua-3296",13273.2784204423,13.3177,55.5849,"antler"
7397,"Ua-32967",5666.51709625315,17.9524,59.0285,"grain"
7398,"Ua-33027",5399.09864534338,12.95,55.56,"plant macrofossils"
7402,"Ua-3368",5427.56434582616,15.11667,59.35,"grain"
7403,"Ua-33814",5115.64100359235,17.8,59.15,"human bone"
7404,"Ua-33973",5176.36903803775,12.96,55.56,"plant macrofossils"
7405,"Ua-33974",5185.69828626012,12.96,55.56,"plant macrofossils"
7406,"Ua-33977",5180.31063554753,12.96,55.56,"plant macrofossils"
7407,"Ua-34229",5647.05860848649,12.9193,55.5553,"plant macrofossils"
7408,"Ua-34524",3306.69461888581,13.59785,55.3952,"collagen bone"
7409,"Ua-34532",2584.9610417656,16.52007,56.63205,"collagen bone"
7410,"Ua-34533",4033.80877568946,16.52007,56.63205,"collagen bone"
7411,"Ua-34730",3507.17720285145,16.53028,56.68083,"dentin"
7412,"Ua-34731",3357.36140819369,16.53028,56.68083,"dentin"
7413,"Ua-34732",3092.97708864374,16.53028,56.68083,"dentin"
7414,"Ua-34733",3439.56119215352,16.53028,56.68083,"dentin"
7415,"Ua-34734",4946.68973603904,16.7,56.88306,"collagen bone"
7416,"Ua-34735",4939.0096778986,16.7,56.88306,"collagen bone"
7417,"Ua-34736",4984.41980123273,16.7,56.88306,"collagen bone"
7418,"Ua-34738",5139.70379882092,16.7,56.88306,"collagen bone"
7419,"Ua-34739",4724.1742060279,16.7,56.88306,"collagen bone"
7420,"Ua-34740",4367.8336837284,16.7,56.88306,"collagen bone"
7421,"Ua-34741",4724.1742060279,16.7,56.88306,"collagen bone"
7422,"Ua-34742",5134.29785232777,16.7,56.88306,"collagen bone"
7423,"Ua-34743",4893.05683885855,16.7,56.88306,"collagen bone"
7424,"Ua-34745",4799.99711052029,16.7,56.88306,"collagen bone"
7425,"Ua-34746",4262.11602235703,16.7,56.88306,"collagen bone"
7426,"Ua-34747",4766.0207571891,16.7,56.88306,"collagen bone"
7427,"Ua-34748",4551.220818505,16.7,56.88306,"collagen bone"
7428,"Ua-34749",4966.12747490501,16.7,56.88306,"collagen bone"
7429,"Ua-34750",3339.68897473053,16.52007,56.63205,"collagen bone"
7430,"Ua-34751",2783.57709469338,16.52007,56.63205,"collagen bone"
7431,"Ua-34752",3408.41602308751,16.52007,56.63205,"collagen bone"
7432,"Ua-34753",4230.59059213272,16.52007,56.63205,"collagen bone"
7433,"Ua-34755",2939.10072749839,16.52007,56.63205,"collagen bone"
7434,"Ua-34756",3623.19362543705,16.52007,56.63205,"collagen bone"
7435,"Ua-34757",4289.72372558296,16.52007,56.63205,"collagen bone"
7436,"Ua-34758",4488.29569176616,16.52007,56.63205,"collagen bone"
7437,"Ua-34759",4310.44075346325,16.52007,56.63205,"collagen bone"
7438,"Ua-34760",3476.20558049305,16.52007,56.63205,"collagen bone"
7439,"Ua-34761",3698.09958764301,16.52007,56.63205,"collagen bone"
7440,"Ua-34762",3730.24385356207,16.46014,56.57883,"dentin"
7441,"Ua-349",5709.44312379216,12.74,56.82,"charcoal"
7442,"Ua-34939",5116.55599925784,16.44097,56.51798,"collagen bone"
7443,"Ua-34940",5154.79686421991,16.44097,56.51798,"collagen bone"
7444,"Ua-34941",4514.62917941356,16.44097,56.51798,"collagen bone"
7445,"Ua-34942",5186.37658032774,16.44097,56.51798,"collagen bone"
7446,"Ua-34943",4920.12289550553,16.44097,56.51798,"collagen bone"
7447,"Ua-34944",5217.32897574013,16.44097,56.51798,"collagen bone"
7448,"Ua-34945",4558.29258183122,16.44097,56.51798,"collagen bone"
7449,"Ua-34946",5109.16684987738,16.44097,56.51798,"collagen bone"
7450,"Ua-34947",4417.67491181879,16.44097,56.51798,"collagen bone"
7451,"Ua-34948",5123.30099373124,16.44097,56.51798,"collagen bone"
7452,"Ua-34949",4613.50586021463,16.44097,56.51798,"collagen bone"
7453,"Ua-34950",4375.88603878793,16.44097,56.51798,"collagen bone"
7454,"Ua-34951",3752.98217980736,16.44097,56.51798,"collagen bone"
7455,"Ua-34952",5056.56245912821,16.44097,56.51798,"collagen bone"
7456,"Ua-34953",4543.20514008673,16.44097,56.51798,"collagen bone"
7457,"Ua-34954",4651.55359541684,16.44097,56.51798,"collagen bone"
7458,"Ua-34957",4701.33658202243,16.44097,56.51798,"collagen bone"
7459,"Ua-34958",4298.78598111191,16.44097,56.51798,"collagen bone"
7460,"Ua-34959",4565.5180997508,16.44097,56.51798,"collagen bone"
7461,"Ua-34960",3026.34351426907,16.44097,56.51798,"collagen bone"
7462,"Ua-34962",3178.88360254897,16.44097,56.51798,"collagen bone"
7463,"Ua-34963",4112.81417293955,16.44097,56.51798,"collagen bone"
7464,"Ua-34966",3574.87879679432,16.44097,56.51798,"collagen bone"
7465,"Ua-34967",4905.29033246215,16.44097,56.51798,"collagen bone"
7466,"Ua-34969",4081.4945544437,16.44097,56.51798,"collagen bone"
7467,"Ua-34970",1950.33271056605,16.44097,56.51798,"collagen bone"
7469,"Ua-3538",4751.73316201166,18.15747,57.28167,"collagen bone"
7470,"Ua-35439",1069.0203887346,10.241,59.1349,"-"
7471,"Ua-3549",6866.2975211814,13.21,55.55,"charcoal"
7472,"Ua-3550",6650.6757663935,13.21,55.55,"charcoal"
7473,"Ua-3551",7295.82279639285,13.21,55.55,"charcoal"
7474,"Ua-3552",2539.03157881297,13.21,55.55,"charcoal"
7478,"Ua-368",7258.73941514494,14.46667,56.05,"charcoal"
7479,"Ua-369",7061.49553877605,14.46667,56.05,"charcoal"
7480,"Ua-3783/",5279.03673618485,18.1408,57.5084,"tooth"
7481,"Ua-3785/",5363.36285276792,18.1408,57.5084,"tooth"
7482,"Ua-3962",4977.26017297038,13.52049,58.11326,"collagen bone"
7483,"Ua-4001",5762.64635362944,12.96611,55.59806,""
7484,"Ua-4003",5447.23979468631,12.96611,55.59806,""
7485,"Ua-4004",5655.08451462718,12.96611,55.59806,""
7486,"Ua-4006",5525.50613597331,12.96611,55.59806,"seed"
7487,"Ua-4007",5646.62580112005,12.96611,55.59806,""
7488,"Ua-4017",5643.36657059326,12.96611,55.59806,"food remains"
7489,"Ua-4018",4850.84164839014,12.96611,55.59806,"food remains"
7490,"Ua-4019",5604.8397259493,12.96611,55.59806,"food remains"
7491,"Ua-4020",5744.48174189357,12.96611,55.59806,"food remains"
7492,"Ua-4021",5776.46254409033,12.96611,55.59806,"food remains"
7493,"Ua-4022",5333.19942188948,12.96611,55.59806,"food remains"
7494,"Ua-4023",5751.8905320545,12.96,55.59,""
7495,"Ua-42116",7563.71022346124,15.046,58.535,"tooth"
7496,"Ua-42117",7721.04227963021,15.046,58.535,"tooth"
7497,"Ua-42118",7685.53363132566,15.046,58.535,"tooth"
7498,"Ua-42120",7718.95871149684,15.046,58.535,"tooth"
7499,"Ua-429",6017.45511265068,13.63333,55.41667,"food remains"
7500,"Ua-43954",4651.55359541684,16.441,56.518,"human bone"
7501,"Ua-4398",1811.29206272848,17.5626,59.1052,"plant macrofossils"
7502,"Ua-4399",2480.67089975852,17.5626,59.1052,"plant macrofossils"
7533,"Ua-45394",4953.5200339518,18.1408,57.5084,"tooth"
7534,"Ua-45395",4880.97317794731,18.1408,57.5084,"tooth"
7535,"Ua-45398",5153.28201867712,18.1408,57.5084,"tooth"
7536,"Ua-45400",4705.87561303807,18.1408,57.5084,"tooth"
7537,"Ua-45490",9796.32390376457,10.044509,59.080021,"Hazel nutshell"
7538,"Ua-45491",2790.78892335485,10.044509,59.080021,"Hazel nutshell"
7539,"Ua-45492",2055.18821509316,10.049529,59.078642,"Charcoal"
7540,"Ua-45493",9541.87213614642,10.049529,59.078642,"Charcoal"
7541,"Ua-45494",9508.96779773845,10.049529,59.078642,"Charcoal"
7542,"Ua-45495",3805.88322671777,10.049529,59.078642,"Charcoal"
7543,"Ua-45496",3217.4114033243,10.049529,59.078642,"Charcoal"
7544,"Ua-45497",2337.60764743505,10.049529,59.078642,"Charcoal"
7545,"Ua-45498",1640.53112046421,10.049529,59.078642,"Hazel nutshell"
7546,"Ua-45499",9606.9267660114,10.049529,59.078642,"Hazel nutshell"
7547,"Ua-45500",9758.71577876849,10.049529,59.078642,"Burned bone"
7548,"Ua-45501",2212.06058942622,10.048172,59.078189,"Charcoal"
7549,"Ua-45502",2463.92569436923,10.048172,59.078189,"Charcoal"
7550,"Ua-45503",9384.89269247946,10.048172,59.078189,"Charcoal"
7551,"Ua-45504",9560.00995244264,10.048172,59.078189,"Charcoal"
7552,"Ua-45505",9476.82661475726,10.048172,59.078189,"Charcoal"
7553,"Ua-45506",9474.74827937203,10.048172,59.078189,"Charcoal"
7554,"Ua-45507",9593.19609889968,10.048172,59.078189,"Charcoal"
7555,"Ua-45508",9569.73095609173,10.048172,59.078189,"Charcoal"
7556,"Ua-45509",9571.70906302285,10.048172,59.078189,"Charcoal"
7557,"Ua-45510",1738.73565491456,10.048172,59.078189,"Charcoal"
7558,"Ua-45511",9479.94209052734,10.048172,59.078189,"Charcoal"
7559,"Ua-45512",9357.76347193305,10.048172,59.078189,"Charcoal"
7560,"Ua-45513",1247.38634313154,10.048172,59.078189,"Charcoal"
7561,"Ua-45514",9525.26725387185,10.048172,59.078189,"Charcoal"
7562,"Ua-45515",9586.92707312705,10.048172,59.078189,"Hazel nutshell"
7563,"Ua-45516",9444.20637219403,10.048172,59.078189,"Hazel nutshell"
7564,"Ua-45517",9516.86346509714,10.048172,59.078189,"Hazel nutshell"
7565,"Ua-45518",9286.49024391616,10.048172,59.078189,"Hazel nutshell"
7566,"Ua-45519",9395.2524812395,10.048172,59.078189,"Hazel nutshell"
7567,"Ua-45520",9399.7143272699,10.048172,59.078189,"Hazel nutshell"
7568,"Ua-45521",2789.79037125747,10.048172,59.078189,"Hazel nutshell"
7569,"Ua-45522",9410.88170825674,10.048172,59.078189,"Hazel nutshell"
7570,"Ua-45523",3676.60711010256,10.048172,59.078189,"Hazel nutshell"
7571,"Ua-45534",2329.84197462137,10.94,59.21,"Charcoal"
7572,"Ua-45535",2854.61823941736,10.94,59.21,"Charcoal"
7573,"Ua-45536",2891.26404116852,10.94,59.21,"Charcoal"
7574,"Ua-45537",2908.37365441652,10.94,59.21,"Charcoal"
7575,"Ua-45675",9602.44645469018,10.046246,59.078517,"Charcoal"
7576,"Ua-45677",2227.78071908334,10.04,59.05,"Charcoal"
7577,"Ua-45738",2354.01884464413,10.988,59.625,"bone"
7578,"Ua-45739",2237.56914553927,10.988,59.625,"bone"
7579,"Ua-45740",1466.01633484059,10.988,59.625,"bone"
7580,"Ua-45769",2430.87994413571,11.05,59.283333,"Charcoal"
7581,"Ua-45770",2498.47626291258,11.05,59.283333,"Charcoal"
7582,"Ua-45771",2413.57905282707,11.05,59.283333,"Charcoal"
7583,"Ua-45772",3094.71264729649,11.05,59.283333,"Charcoal"
7584,"Ua-45773",3058.10300342044,11.05,59.283333,"Charcoal"
7585,"Ua-45774",2969.63611420206,11.05,59.283333,"Charcoal"
7586,"Ua-45775",2950.32359769174,11.05,59.283333,"Charcoal"
7587,"Ua-45776",2793.49042210237,11.05,59.283333,"Charcoal"
7672,"Ua-45916",401.201912034154,10.74,59.38,"Charcoal"
7673,"Ua-45917",477.304526511163,10.74,59.38,"Charcoal"
7674,"Ua-45918",130.01460457428,10.74,59.38,"Charcoal"
7717,"Ua-46176",1321.70127071126,10.85254,59.256275,"Charcoal"
7718,"Ua-46177",1998.23192251775,10.85254,59.256275,"Charcoal"
7719,"Ua-46178",1438.63264823942,10.85254,59.256275,"Charcoal"
7720,"Ua-46179",6444.14496956238,10.85254,59.256275,"Charcoal"
7721,"Ua-46180",1365.65100943276,10.85254,59.256275,"Charcoal"
